restaurant_id,restaurant_name,city,locality,restaurant_type,cuisines,distance_from_city_center_km,opening_time,closing_time,days_operational,swiggy_rating,swiggy_total_reviews,zomato_rating,zomato_total_reviews,average_rating_both_platforms,avg_cost_per_person_inr,price_category,swiggy_delivery_fee_inr,zomato_delivery_fee_inr,swiggy_avg_delivery_time_minutes,zomato_avg_delivery_time_minutes,swiggy_platform_commission_pct,zomato_platform_commission_pct,swiggy_discount_frequency_pct,zomato_discount_frequency_pct,swiggy_estimated_monthly_orders,zomato_estimated_monthly_orders,swiggy_estimated_monthly_revenue_inr,zomato_estimated_monthly_revenue_inr,swiggy_estimated_net_profit_inr,zomato_estimated_net_profit_inr,swiggy_market_share_pct,zomato_market_share_pct,platform_performance_better,amenities,amenities_count,has_own_website,has_own_app,food_license_verified,listing_date,days_listed
REST000418,Restaurant_418,Mumbai,Mumbai_Locality_14,Cafe,Italian,10.0,07:00,23:00,759,4.4,2844,3.5,3484,3.95,587,Mid-Range,70,70,37,38,18.0,19.0,10,8,174,139,83753,66090,77663,61225,63.0,37.0,Swiggy Better,Parking; Alcohol; Live Music; Dine-in; Vegan Options; WiFi,6,False,True,False,2022-02-25,1540
REST000419,Restaurant_419,Mumbai,Mumbai_Locality_9,Food Truck,North Indian; South Indian,9.8,07:00,23:00,1661,4.0,4697,4.1,259,4.05,1114,Premium,69,69,51,44,20.0,22.0,13,11,117,120,104270,104270,100233,100130,55.0,45.0,Swiggy Better,Dine-in; Vegan Options; Bar; Outdoor Seating; Rooftop,5,True,True,True,2021-08-01,1748
REST000420,Restaurant_420,Mumbai,Mumbai_Locality_11,Fine Dine,Street Food; South Indian,1.9,09:00,22:00,2258,3.6,2735,3.5,2602,3.55,496,Mid-Range,30,30,34,25,15.0,18.0,11,11,141,137,59445,55720,57330,53665,54.0,46.0,Swiggy Better,Dessert Bar; Dine-in; Takeaway; Live Music; Alcohol; Outdoor Seating; WiFi; Rooftop,8,True,False,False,2025-10-15,212
REST000421,Restaurant_421,Mumbai,Mumbai_Locality_6,Food Truck,Bakery; Mexican,9.7,07:00,23:00,3479,3.9,2807,4.4,3829,4.15,1313,Luxury,68,68,45,42,18.0,23.0,7,12,138,155,148579,156706,143887,151436,64.0,36.0,Zomato Better,Parking; Vegan Options; Dessert Bar; Dine-in,4,True,True,False,2023-11-07,920
REST000422,Restaurant_422,Mumbai,Mumbai_Locality_10,Cloud Kitchen,Chinese; Cafe,12.6,08:00,22:00,2660,3.9,2361,4.4,1468,4.15,721,Premium,83,83,52,53,23.0,27.0,7,19,319,360,177099,189478,163860,174538,60.0,40.0,Zomato Better,Bar; Family Friendly; WiFi; Takeaway; Private Room,5,False,False,False,2022-05-18,1458
REST000423,Restaurant_423,Mumbai,Mumbai_Locality_19,Cafe,Biryani; South Indian,6.1,11:00,22:00,2233,4.4,2374,4.0,1709,4.2,850,Premium,50,50,35,31,22.0,18.0,16,18,206,188,136578,131036,131428,126336,62.0,38.0,Swiggy Better,Family Friendly; WiFi; Dine-in; Takeaway,4,True,False,False,2024-09-20,602
REST000424,Restaurant_424,Mumbai,Mumbai_Locality_13,Food Truck,Mughlai,10.0,09:00,22:00,168,3.4,74,3.4,1310,3.4,1013,Premium,70,70,40,45,18.0,19.0,7,12,83,83,68944,68103,66039,65198,63.0,37.0,Swiggy Better,Outdoor Seating; Rooftop; Dine-in; Family Friendly; Vegan Options; Bar; AC,7,False,False,True,2016-12-07,3446
REST000425,Restaurant_425,Mumbai,Mumbai_Locality_13,QSR (Quick Service),Pan-Asian; Multi-Cuisine,4.9,08:00,22:00,3623,3.4,4740,4.3,3292,3.85,1364,Luxury,44,44,40,35,22.0,23.0,13,16,228,289,242573,303530,237557,297172,63.0,37.0,Zomato Better,Rooftop; Outdoor Seating; Private Room; Dessert Bar; Parking; Dine-in; Takeaway,7,False,True,False,2017-04-20,3312
REST000426,Restaurant_426,Mumbai,Mumbai_Locality_1,Cloud Kitchen,Mediterranean,10.0,08:00,23:00,850,3.9,1675,4.2,3586,4.05,334,Mid-Range,70,70,44,42,27.0,22.0,7,21,261,281,63637,73206,54502,63371,66.0,34.0,Zomato Better,Family Friendly; Alcohol; Dessert Bar,3,False,True,False,2020-12-28,1964
REST000427,Restaurant_427,Mumbai,Mumbai_Locality_13,Cloud Kitchen,Cafe; Italian,2.4,08:00,23:00,3155,4.1,3488,3.2,4900,3.65,956,Premium,31,31,25,28,28.0,22.0,15,8,352,274,242288,204316,236832,200069,68.0,32.0,Swiggy Better,Parking; Smoking Area; Alcohol; Dine-in; Vegan Options,5,False,True,True,2019-01-18,2674
REST000428,Restaurant_428,Mumbai,Mumbai_Locality_7,Casual Dining,Multi-Cuisine,4.9,09:00,23:00,410,3.8,2344,3.7,2558,3.75,942,Premium,44,44,32,29,23.0,18.0,11,15,180,175,130561,135177,126601,131327,44.0,56.0,Zomato Better,Private Room; Takeaway; Family Friendly; Smoking Area; Parking; Bar; AC,7,True,True,True,2022-09-17,1336
REST000429,Restaurant_429,Mumbai,Mumbai_Locality_15,Food Truck,Thai,0.7,12:00,23:00,2708,3.9,3491,4.1,2128,4.0,1448,Luxury,30,30,33,32,20.0,22.0,10,21,128,134,148275,151344,146355,149334,63.0,37.0,Zomato Better,Rooftop; Outdoor Seating; AC,3,False,True,True,2024-08-08,645
REST000430,Restaurant_430,Mumbai,Mumbai_Locality_17,QSR (Quick Service),Korean,12.3,10:00,23:00,3010,4.3,1005,4.1,4020,4.2,1092,Premium,81,81,42,57,19.0,19.0,19,10,273,260,241473,229975,230417,219445,59.0,41.0,Swiggy Better,WiFi; Outdoor Seating; Smoking Area; Parking; AC; Dine-in; Family Friendly,7,False,False,True,2019-02-27,2634
REST000431,Restaurant_431,Mumbai,Mumbai_Locality_2,Food Truck,Italian,8.2,08:00,22:00,1652,4.2,1194,4.1,4052,4.15,1032,Premium,60,60,44,38,21.0,23.0,24,11,123,120,100279,95356,96589,91756,54.0,46.0,Swiggy Better,Parking; Smoking Area; Dine-in,3,True,True,True,2022-01-02,1594
REST000432,Restaurant_432,Mumbai,Mumbai_Locality_13,QSR (Quick Service),Lebanese; Mexican,0.8,09:00,22:00,3088,4.2,963,3.6,1579,3.9,1319,Luxury,30,30,26,30,22.0,18.0,11,10,268,230,275723,248763,271703,245313,55.0,45.0,Swiggy Better,Family Friendly; Live Music; Rooftop; AC; WiFi; Outdoor Seating; Dessert Bar,7,True,False,False,2024-04-03,772
REST000433,Restaurant_433,Mumbai,Mumbai_Locality_1,QSR (Quick Service),North Indian,11.8,08:00,23:00,2721,3.9,2616,4.5,805,4.2,603,Mid-Range,79,79,49,56,21.0,21.0,14,34,240,277,114328,131954,104848,121012,49.0,51.0,Zomato Better,AC; Dessert Bar; Vegan Options; Parking; Alcohol; Smoking Area; Family Friendly,7,True,False,False,2022-06-20,1425
REST000434,Restaurant_434,Mumbai,Mumbai_Locality_16,QSR (Quick Service),Street Food,3.6,08:00,23:00,2887,4.0,4690,4.1,653,4.05,1443,Luxury,38,38,17,33,21.0,20.0,19,19,251,257,286132,296680,281363,291797,47.0,53.0,Zomato Better,Family Friendly; Dessert Bar; Smoking Area; Dine-in; Outdoor Seating,5,True,False,False,2019-12-15,2343
REST000435,Restaurant_435,Mumbai,Mumbai_Locality_18,Cloud Kitchen,North Indian; Seafood,11.3,10:00,22:00,991,3.3,1021,4.7,804,4.0,960,Premium,76,76,50,62,23.0,23.0,11,37,224,320,165580,236544,157068,224384,66.0,34.0,Zomato Better,Parking; Rooftop; Live Music; AC; Vegan Options; WiFi,6,False,False,True,2019-03-22,2611
REST000436,Restaurant_436,Mumbai,Mumbai_Locality_11,Cafe,Biryani; Lebanese,7.8,10:00,22:00,2211,4.3,3810,3.6,2355,3.95,1070,Premium,59,59,46,49,17.0,22.0,24,15,201,168,178508,140212,172578,135256,53.0,47.0,Swiggy Better,Dessert Bar; Takeaway; AC; Vegan Options,4,False,False,True,2021-09-08,1710
REST000437,Restaurant_437,Mumbai,Mumbai_Locality_20,Cafe,North Indian; Continental,9.5,11:00,23:00,359,4.3,2057,3.9,1373,4.1,1315,Luxury,67,67,38,38,17.0,21.0,22,13,162,147,176814,152710,171387,147786,64.0,36.0,Swiggy Better,Private Room; Live Music; Outdoor Seating; Family Friendly; Parking; Smoking Area; Rooftop,7,False,True,True,2022-09-02,1351
REST000438,Restaurant_438,Mumbai,Mumbai_Locality_19,QSR (Quick Service),Chinese; Bakery,7.2,12:00,23:00,1033,4.7,3789,4.0,4107,4.35,1463,Luxury,56,56,44,43,23.0,18.0,34,12,241,205,271488,245930,264740,240190,52.0,48.0,Swiggy Better,Bar; Dine-in; Dessert Bar,3,False,False,False,2016-08-14,3561
REST000439,Restaurant_439,Mumbai,Mumbai_Locality_4,Fine Dine,Mexican; Japanese,10.9,12:00,22:00,2516,3.3,499,4.3,2409,3.8,965,Premium,74,74,50,39,14.0,18.0,15,24,133,173,110376,136894,105455,130493,41.0,59.0,Zomato Better,Rooftop; Takeaway; Private Room; Outdoor Seating; WiFi; Vegan Options,6,True,True,False,2022-03-06,1531
REST000440,Restaurant_440,Mumbai,Mumbai_Locality_8,Cafe,Mughlai,12.0,09:00,22:00,890,3.7,3763,4.5,4036,4.1,651,Mid-Range,80,80,49,44,19.0,20.0,9,38,149,181,78569,94264,72609,87024,59.0,41.0,Zomato Better,Vegan Options; Dine-in; Rooftop; Outdoor Seating; Bar,5,False,True,False,2023-10-23,935
REST000441,Restaurant_441,Mumbai,Mumbai_Locality_6,Food Truck,Pan-Asian; Seafood,8.7,10:00,23:00,1278,3.9,1063,3.8,1210,3.85,1394,Luxury,63,63,41,47,17.0,18.0,9,7,109,107,126115,122309,122681,118939,58.0,42.0,Swiggy Better,Dine-in; WiFi; Parking; Bar; Alcohol; Dessert Bar; AC,7,False,True,True,2022-06-06,1439
REST000442,Restaurant_442,Mumbai,Mumbai_Locality_12,Food Truck,Thai,6.0,12:00,22:00,2017,4.3,3974,3.7,3121,4.0,179,Budget,50,50,36,35,18.0,18.0,13,15,131,113,19228,16586,15953,13761,49.0,51.0,Swiggy Better,Parking; Family Friendly; Private Room; Vegan Options,4,True,True,True,2017-12-22,3066
REST000443,Restaurant_443,Mumbai,Mumbai_Locality_4,QSR (Quick Service),Biryani,14.3,07:00,23:00,2108,3.5,4415,3.8,660,3.65,264,Budget,91,91,47,55,22.0,18.0,15,8,202,220,41595,47625,32404,37615,50.0,50.0,Zomato Better,Bar; Smoking Area; Family Friendly; Outdoor Seating,4,True,False,False,2020-02-06,2290
REST000444,Restaurant_444,Mumbai,Mumbai_Locality_5,Fine Dine,Bakery; Chinese,8.1,08:00,22:00,279,4.0,3919,4.7,3813,4.35,351,Mid-Range,60,60,32,39,16.0,13.0,13,34,124,146,36560,44584,32840,40204,45.0,55.0,Zomato Better,Family Friendly; Live Music; Takeaway,3,True,False,True,2022-12-04,1258
REST000445,Restaurant_445,Mumbai,Mumbai_Locality_15,Food Truck,Mexican; Italian,11.8,11:00,23:00,827,4.3,3345,4.0,4936,4.15,704,Premium,79,79,45,48,20.0,23.0,19,18,114,106,64204,57460,59701,53273,55.0,45.0,Swiggy Better,Live Music; Parking; WiFi; Dessert Bar; Alcohol; Bar; Rooftop,7,False,True,True,2017-10-20,3129
REST000446,Restaurant_446,Mumbai,Mumbai_Locality_17,Cloud Kitchen,North Indian,7.3,08:00,22:00,698,4.0,784,3.4,3640,3.7,851,Premium,56,56,35,34,27.0,27.0,16,9,262,223,162762,138534,155426,132290,59.0,41.0,Swiggy Better,WiFi; Parking; Rooftop; Alcohol; Family Friendly; Takeaway; Smoking Area,7,True,True,True,2022-08-28,1356
REST000447,Restaurant_447,Mumbai,Mumbai_Locality_20,Casual Dining,Mediterranean; Fast Food,10.1,11:00,23:00,1363,3.6,2216,3.4,1883,3.5,688,Mid-Range,70,70,35,46,18.0,19.0,10,10,192,181,108318,100867,101598,94532,45.0,55.0,Swiggy Better,WiFi; AC; Vegan Options; Private Room; Bar; Dine-in,6,False,True,False,2021-09-14,1704
REST000448,Restaurant_448,Mumbai,Mumbai_Locality_1,Cafe,Continental; Desserts,12.4,08:00,23:00,858,3.9,2646,4.4,3512,4.15,933,Premium,82,82,46,55,18.0,20.0,9,13,156,177,119349,132112,112953,124855,49.0,51.0,Zomato Better,Live Music; Outdoor Seating; Parking,3,False,False,False,2025-10-09,218
REST000449,Restaurant_449,Mumbai,Mumbai_Locality_20,Cafe,Multi-Cuisine,9.0,07:00,22:00,272,3.8,3036,3.8,3599,3.8,732,Premium,65,65,45,44,19.0,22.0,11,7,141,141,83601,80505,79019,75922,60.0,40.0,Swiggy Better,Vegan Options; WiFi; Smoking Area; Live Music,4,True,False,False,2023-07-16,1034
REST000450,Restaurant_450,Mumbai,Mumbai_Locality_18,Food Truck,Japanese; Desserts,8.2,12:00,22:00,1223,4.4,2581,4.5,2969,4.45,1063,Premium,60,60,41,37,18.0,19.0,16,28,123,126,107214,108489,103524,104709,51.0,49.0,Zomato Better,Vegan Options; Bar; Dine-in; Outdoor Seating; Takeaway,5,False,False,False,2021-11-04,1653
REST000451,Restaurant_451,Bangalore,Bangalore_Locality_17,Fine Dine,Thai,5.9,10:00,22:00,2347,4.8,2689,3.8,4423,4.3,1157,Premium,49,49,35,41,12.0,13.0,37,6,190,150,193450,150988,188795,147313,41.0,59.0,Swiggy Better,Outdoor Seating; Rooftop; Alcohol; Takeaway; Vegan Options; Family Friendly; Live Music,7,True,False,False,2017-02-12,3379
REST000452,Restaurant_452,Bangalore,Bangalore_Locality_11,Cloud Kitchen,Street Food; Continental,1.6,11:00,23:00,2683,3.3,3552,4.2,185,3.75,972,Premium,30,30,27,27,22.0,23.0,11,7,270,344,204703,257463,200653,252303,72.0,28.0,Zomato Better,Private Room; Live Music; Vegan Options; Dessert Bar; Parking,5,False,True,False,2017-08-27,3183
REST000453,Restaurant_453,Bangalore,Bangalore_Locality_5,Cafe,Korean,3.5,07:00,22:00,773,3.1,333,3.8,1053,3.45,1256,Luxury,37,37,30,33,23.0,21.0,8,9,123,151,118955,149828,116680,147034,62.0,38.0,Zomato Better,AC; WiFi; Live Music; Rooftop,4,False,True,False,2024-09-30,592
REST000454,Restaurant_454,Bangalore,Bangalore_Locality_7,Fine Dine,Mediterranean,6.0,10:00,23:00,1860,4.2,4845,4.7,1031,4.45,340,Mid-Range,50,50,42,35,15.0,13.0,16,23,158,176,45662,52060,41712,47660,49.0,51.0,Zomato Better,Bar; Vegan Options; Parking; Smoking Area; Rooftop; AC,6,True,True,False,2025-04-09,401
REST000455,Restaurant_455,Bangalore,Bangalore_Locality_15,Cloud Kitchen,Desserts,0.7,10:00,23:00,1586,4.2,2962,4.0,2549,4.1,283,Budget,30,30,17,30,28.0,23.0,22,25,306,292,62350,63629,57760,59249,61.0,39.0,Zomato Better,WiFi; Bar; Dessert Bar,3,False,True,True,2024-09-16,606
REST000456,Restaurant_456,Bangalore,Bangalore_Locality_17,Casual Dining,Korean,2.8,10:00,22:00,2877,4.7,2410,4.3,3054,4.5,1414,Luxury,33,33,28,32,23.0,23.0,25,21,294,269,320101,292881,315250,288443,43.0,57.0,Swiggy Better,Rooftop; Outdoor Seating; Dine-in,3,False,True,False,2022-11-09,1283
REST000457,Restaurant_457,Bangalore,Bangalore_Locality_20,Cafe,Pan-Asian; Desserts,5.2,07:00,23:00,3238,4.4,1192,4.1,3349,4.25,245,Budget,46,46,27,33,18.0,18.0,21,17,228,213,45805,42791,40561,37892,59.0,41.0,Swiggy Better,AC; Takeaway; Private Room,3,False,False,False,2021-08-19,1730
REST000458,Restaurant_458,Bangalore,Bangalore_Locality_10,Casual Dining,Vietnamese; North Indian,7.4,08:00,23:00,1082,3.8,799,3.7,3924,3.75,1159,Premium,57,57,39,30,18.0,18.0,7,8,196,191,186274,181522,180688,176079,43.0,57.0,Swiggy Better,Takeaway; Bar; Smoking Area; Private Room; AC; WiFi; Rooftop; Live Music,8,True,False,False,2024-03-20,786
REST000459,Restaurant_459,Bangalore,Bangalore_Locality_17,QSR (Quick Service),Street Food; Thai,8.9,09:00,22:00,3649,3.8,1199,4.3,4756,4.05,220,Budget,64,64,42,33,22.0,23.0,5,14,256,290,43929,49126,35737,39846,58.0,42.0,Zomato Better,Dine-in; Private Room; Rooftop; Live Music; Outdoor Seating; AC; Parking; Smoking Area,8,False,False,False,2016-09-01,3543
REST000460,Restaurant_460,Bangalore,Bangalore_Locality_13,Casual Dining,Lebanese; Korean,7.1,10:00,23:00,909,3.8,2298,3.9,4224,3.85,840,Premium,55,55,33,48,22.0,20.0,13,12,192,197,125798,132384,120518,126966,44.0,56.0,Zomato Better,Takeaway; Dessert Bar; Parking; Alcohol; WiFi; Smoking Area; Rooftop; AC,8,True,True,True,2025-03-24,417
REST000461,Restaurant_461,Bangalore,Bangalore_Locality_10,Cloud Kitchen,Italian,2.3,09:00,23:00,1453,2.9,689,4.5,4144,3.7,523,Mid-Range,31,31,20,36,23.0,27.0,8,20,208,323,83763,123318,80539,118311,75.0,25.0,Zomato Better,Bar; Smoking Area; Parking; Alcohol,4,True,True,False,2017-04-25,3307
REST000462,Restaurant_462,Bangalore,Bangalore_Locality_6,Food Truck,Cafe; Thai,5.9,12:00,22:00,440,3.5,1863,3.4,1255,3.45,1257,Luxury,49,49,43,34,19.0,23.0,11,9,89,86,90617,83238,88436,81131,62.0,38.0,Swiggy Better,Smoking Area; Alcohol; AC; Family Friendly; Bar; Parking,6,True,False,True,2026-04-14,31
REST000463,Restaurant_463,Bangalore,Bangalore_Locality_20,QSR (Quick Service),Japanese; Bakery,9.1,07:00,23:00,303,4.3,1322,4.4,1996,4.35,951,Premium,65,65,44,36,18.0,22.0,12,17,201,206,156743,152806,150211,146111,53.0,47.0,Swiggy Better,Outdoor Seating; AC; Takeaway; Bar; Vegan Options,5,True,True,True,2021-04-25,1846
REST000464,Restaurant_464,Bangalore,Bangalore_Locality_4,Cafe,Desserts; North Indian,8.0,07:00,23:00,2177,4.0,1032,4.4,4443,4.2,1399,Luxury,60,60,39,41,22.0,19.0,18,11,186,205,202966,232303,197386,226153,65.0,35.0,Zomato Better,Private Room; WiFi; Takeaway; Dessert Bar; Family Friendly; AC,6,True,False,False,2017-10-13,3136
REST000465,Restaurant_465,Bangalore,Bangalore_Locality_20,Casual Dining,Thai,14.4,09:00,22:00,3573,4.4,3552,3.6,3464,4.0,266,Budget,92,92,47,46,21.0,19.0,18,15,294,241,61781,51925,48257,40839,44.0,56.0,Swiggy Better,Parking; AC; Dessert Bar; WiFi; Smoking Area; Takeaway; Dine-in,7,True,False,False,2023-07-26,1024
REST000466,Restaurant_466,Bangalore,Bangalore_Locality_9,Casual Dining,Korean,2.0,12:00,23:00,3228,3.3,3088,3.7,4979,3.5,1212,Luxury,30,30,34,23,18.0,22.0,15,6,214,240,212681,226886,209471,223286,41.0,59.0,Zomato Better,Takeaway; Smoking Area; Rooftop; Live Music; Parking; Vegan Options; AC,7,False,True,False,2022-05-24,1452
REST000467,Restaurant_467,Bangalore,Bangalore_Locality_13,Cloud Kitchen,Korean; South Indian,12.3,12:00,23:00,2602,4.0,4654,3.9,1490,3.95,199,Budget,81,81,46,46,24.0,22.0,24,9,325,317,49153,49204,35990,36366,61.0,39.0,Zomato Better,Private Room; Dessert Bar; Parking; Rooftop; Live Music,5,False,False,True,2017-07-01,3240
REST000468,Restaurant_468,Bangalore,Bangalore_Locality_9,QSR (Quick Service),Street Food; Lebanese,11.6,08:00,23:00,687,4.0,1419,3.3,4104,3.65,332,Mid-Range,78,78,44,54,22.0,18.0,19,6,196,162,50756,44102,43112,37784,60.0,40.0,Swiggy Better,Takeaway; Dessert Bar; AC; Parking; Vegan Options; Family Friendly; Outdoor Seating; Rooftop,8,True,False,False,2016-09-08,3536
REST000469,Restaurant_469,Bangalore,Bangalore_Locality_6,QSR (Quick Service),Mughlai; Pan-Asian,14.4,07:00,22:00,1352,4.1,4156,4.3,4601,4.2,756,Premium,92,92,54,47,21.0,18.0,12,22,218,229,130198,141961,120170,131427,53.0,47.0,Zomato Better,Outdoor Seating; Bar; Parking; Alcohol; Rooftop,5,False,True,True,2021-12-20,1607
REST000470,Restaurant_470,Bangalore,Bangalore_Locality_11,Cafe,Seafood; Chinese,15.0,07:00,22:00,1842,3.4,2252,3.8,225,3.6,1162,Premium,95,95,56,62,22.0,20.0,8,7,153,171,138673,158961,131405,150839,49.0,51.0,Zomato Better,WiFi; Live Music; Dine-in,3,False,False,True,2021-08-22,1727
REST000471,Restaurant_471,Bangalore,Bangalore_Locality_13,Cloud Kitchen,Fast Food; Korean,9.6,12:00,23:00,1615,3.7,2169,2.9,3543,3.3,908,Premium,68,68,36,52,25.0,22.0,7,10,271,212,184551,150146,175337,142938,60.0,40.0,Swiggy Better,Live Music; Rooftop; Alcohol; Vegan Options; Outdoor Seating; Takeaway; Private Room; Family Friendly,8,False,True,True,2017-03-27,3336
REST000472,Restaurant_472,Bangalore,Bangalore_Locality_18,Cafe,Pan-Asian; Lebanese,12.4,10:00,23:00,947,3.9,3597,3.9,4082,3.9,1360,Luxury,82,82,38,54,20.0,20.0,5,10,158,158,171904,171904,165426,165426,48.0,52.0,Balanced,Private Room; Bar; Outdoor Seating; Takeaway; Dessert Bar; Parking,6,True,False,False,2019-11-25,2363
REST000473,Restaurant_473,Bangalore,Bangalore_Locality_14,Cafe,North Indian; Multi-Cuisine,10.7,10:00,22:00,576,3.8,2505,3.7,2717,3.75,626,Mid-Range,73,73,37,42,18.0,20.0,15,14,147,143,75458,71614,70092,66394,64.0,36.0,Swiggy Better,Private Room; Dine-in; Vegan Options; Smoking Area; Parking,5,True,True,True,2019-05-28,2544
REST000474,Restaurant_474,Bangalore,Bangalore_Locality_8,Food Truck,Mexican; Bakery,14.7,08:00,22:00,3199,4.9,988,4.2,2728,4.55,332,Mid-Range,93,93,58,57,21.0,22.0,32,25,169,144,44325,37290,36466,30594,59.0,41.0,Swiggy Better,Private Room; Parking; Outdoor Seating; Takeaway,4,False,False,False,2024-04-19,756
REST000475,Restaurant_475,Bangalore,Bangalore_Locality_9,QSR (Quick Service),Multi-Cuisine,6.3,09:00,22:00,958,3.6,4301,4.6,2121,4.1,191,Budget,51,51,38,36,21.0,18.0,5,36,183,234,27612,36649,22946,30682,56.0,44.0,Zomato Better,Dine-in; Parking; AC,3,False,True,False,2017-04-26,3306
REST000476,Restaurant_476,Bangalore,Bangalore_Locality_20,Fine Dine,Fast Food,7.7,08:00,23:00,2222,4.5,1277,4.3,4922,4.4,916,Premium,58,58,30,35,17.0,13.0,24,24,176,168,133809,133882,128705,129010,51.0,49.0,Zomato Better,Vegan Options; Dine-in; Alcohol,3,True,False,True,2023-01-08,1223
REST000477,Restaurant_477,Bangalore,Bangalore_Locality_17,QSR (Quick Service),Biryani,2.9,10:00,22:00,438,2.9,2773,3.2,3734,3.05,1498,Luxury,34,34,26,29,18.0,20.0,10,8,138,152,169513,182156,167167,179572,54.0,46.0,Zomato Better,Outdoor Seating; Live Music; Family Friendly; Private Room; AC,5,True,False,False,2025-08-18,270
REST000478,Restaurant_478,Bangalore,Bangalore_Locality_17,Cafe,Korean,1.8,09:00,23:00,2712,4.0,2324,3.4,2634,3.7,427,Mid-Range,30,30,25,29,20.0,20.0,12,12,197,167,67295,57047,64340,54542,64.0,36.0,Swiggy Better,Family Friendly; Takeaway; Parking,3,False,False,False,2022-11-10,1282
REST000479,Restaurant_479,Bangalore,Bangalore_Locality_2,QSR (Quick Service),Biryani; Thai,3.2,09:00,22:00,395,3.6,4386,3.5,239,3.55,246,Budget,36,36,36,30,20.0,22.0,15,11,170,166,33456,31852,30396,28864,52.0,48.0,Swiggy Better,Alcohol; Smoking Area; Outdoor Seating; Private Room; Parking; Dine-in; Live Music; Takeaway,8,False,True,False,2023-10-21,937
REST000480,Restaurant_480,Bangalore,Bangalore_Locality_19,Fine Dine,Bakery,9.8,07:00,23:00,93,4.2,2389,4.6,48,4.4,642,Mid-Range,69,69,38,35,13.0,14.0,17,10,127,139,70934,76744,66553,71949,45.0,55.0,Zomato Better,Dine-in; Outdoor Seating; Private Room; Vegan Options; Live Music; Bar,6,False,False,False,2018-08-29,2816
REST000481,Restaurant_481,Bangalore,Bangalore_Locality_14,Casual Dining,Lebanese; Desserts,10.5,10:00,23:00,1733,3.8,4009,4.8,2086,4.3,1379,Luxury,72,72,53,46,22.0,18.0,8,22,211,267,226955,301918,219359,292306,41.0,59.0,Zomato Better,Takeaway; Smoking Area; Outdoor Seating; Family Friendly; Private Room; Rooftop; Alcohol; Parking,8,True,False,False,2018-08-27,2818
REST000482,Restaurant_482,Bangalore,Bangalore_Locality_19,QSR (Quick Service),Japanese,4.3,07:00,23:00,3147,4.4,718,3.3,4554,3.85,1169,Premium,41,41,35,39,20.0,18.0,11,11,283,212,264661,203218,258860,198872,46.0,54.0,Swiggy Better,Takeaway; Rooftop; Bar; Smoking Area,4,True,False,False,2019-05-22,2550
REST000483,Restaurant_483,Bangalore,Bangalore_Locality_2,Cloud Kitchen,Continental,10.1,08:00,22:00,2092,4.0,126,3.9,1261,3.95,849,Premium,70,70,47,42,25.0,27.0,5,11,308,301,196119,186550,185339,176015,59.0,41.0,Swiggy Better,Outdoor Seating; WiFi; Alcohol; Takeaway; Live Music; Smoking Area,6,True,False,False,2018-11-28,2725
REST000484,Restaurant_484,Bangalore,Bangalore_Locality_8,Fine Dine,Street Food,9.2,11:00,22:00,1208,4.6,474,4.8,922,4.7,283,Budget,66,66,38,46,13.0,18.0,21,21,160,167,39393,38754,34113,33243,49.0,51.0,Swiggy Better,Smoking Area; Takeaway; Dessert Bar; Live Music,4,True,False,True,2026-04-01,44
REST000485,Restaurant_485,Bangalore,Bangalore_Locality_8,Cloud Kitchen,Korean,11.6,11:00,22:00,174,4.7,3912,4.1,4691,4.4,1470,Luxury,78,78,42,53,27.0,23.0,35,18,288,251,309052,284106,297820,274317,63.0,37.0,Swiggy Better,Dessert Bar; Family Friendly; Private Room; Outdoor Seating; Rooftop,5,False,True,False,2024-09-01,621
REST000486,Restaurant_486,Bangalore,Bangalore_Locality_9,Cafe,Fast Food; Mediterranean,13.3,12:00,22:00,1537,3.7,358,4.1,3777,3.9,990,Premium,86,86,50,45,19.0,22.0,10,16,161,178,129105,137451,122182,129797,50.0,50.0,Zomato Better,AC; Smoking Area; Family Friendly; Bar; Rooftop; Dessert Bar,6,False,False,False,2022-03-18,1519
REST000487,Restaurant_487,Bangalore,Bangalore_Locality_17,QSR (Quick Service),Biryani,3.5,12:00,22:00,918,3.1,2987,3.6,3805,3.35,1272,Luxury,37,37,37,25,19.0,19.0,12,6,157,182,161760,187518,158855,184151,52.0,48.0,Zomato Better,Dessert Bar; Family Friendly; WiFi; Vegan Options; AC; Dine-in; Live Music,7,True,False,True,2020-02-07,2289
REST000488,Restaurant_488,Bangalore,Bangalore_Locality_6,Cafe,Mediterranean; Mexican,14.2,12:00,22:00,127,3.6,2249,4.4,4625,4.0,469,Mid-Range,91,91,49,48,18.0,19.0,8,14,131,161,50379,61162,44419,53836,61.0,39.0,Zomato Better,Parking; Vegan Options; Rooftop; Private Room; Alcohol; Dine-in,6,True,True,True,2025-04-29,381
REST000489,Restaurant_489,Bangalore,Bangalore_Locality_3,Fine Dine,South Indian,5.0,08:00,22:00,1491,4.3,550,3.9,2983,4.1,1426,Luxury,45,45,40,31,15.0,16.0,19,9,155,140,187875,167697,184388,164547,52.0,48.0,Swiggy Better,Rooftop; Alcohol; Outdoor Seating,3,True,True,True,2021-08-19,1730
